Date,Close
6/18/2014,16.72
6/19/2014,16.35
6/20/2014,16.21
6/23/2014,16.36
6/24/2014,16.21
6/25/2014,16.37
6/26/2014,16.28
6/27/2014,16.23
6/30/2014,16.24
7/1/2014,16.62
7/2/2014,16.64
7/3/2014,16.87
7/7/2014,16.68
7/8/2014,16.19
7/9/2014,16.50
7/10/2014,16.40
7/11/2014,17.31
7/14/2014,17.77
7/15/2014,17.72
7/16/2014,17.80
7/17/2014,17.62
7/18/2014,17.93
7/21/2014,17.99
7/22/2014,18.04
7/23/2014,17.91
7/24/2014,17.93
7/25/2014,16.20
7/28/2014,16.02
7/29/2014,16.00
7/30/2014,16.13
7/31/2014,15.65
8/1/2014,15.35
8/4/2014,15.68
8/5/2014,15.62
8/6/2014,15.69
8/7/2014,15.57
8/8/2014,15.84
8/11/2014,15.92
8/12/2014,15.97
8/13/2014,16.31
8/14/2014,16.66
8/15/2014,16.68
8/18/2014,16.73
8/19/2014,16.76
8/20/2014,16.79
8/21/2014,16.65
8/22/2014,16.58
8/25/2014,16.70
8/26/2014,17.09
8/27/2014,17.16
8/28/2014,17.00
8/29/2014,16.95
9/2/2014,17.12
9/3/2014,16.95
9/4/2014,17.30
9/5/2014,17.32
9/8/2014,17.12
9/9/2014,16.49
9/10/2014,16.57
9/11/2014,16.53
9/12/2014,16.56
9/15/2014,16.19
9/16/2014,16.39
9/17/2014,16.20
9/18/2014,16.25
9/19/2014,16.57
9/22/2014,16.23
9/23/2014,16.18
9/24/2014,16.41
9/25/2014,16.10
9/26/2014,16.16
9/29/2014,16.09
9/30/2014,16.12
10/1/2014,15.87
10/2/2014,15.92
10/3/2014,16.14
10/6/2014,16.11
10/7/2014,15.85
10/8/2014,16.14
10/9/2014,15.77
10/10/2014,15.57
10/13/2014,15.32
10/14/2014,15.42
10/15/2014,15.30
10/16/2014,15.14
10/17/2014,15.18
10/20/2014,15.31
10/21/2014,15.77
10/22/2014,15.65
10/23/2014,15.66
10/24/2014,14.35
10/27/2014,14.50
10/28/2014,14.78
10/29/2014,14.71
10/30/2014,14.95
10/31/2014,15.27
11/3/2014,15.29
11/4/2014,15.14
11/5/2014,14.83
11/6/2014,14.83
11/7/2014,14.99
11/10/2014,15.26
11/11/2014,15.60
11/12/2014,15.58
11/13/2014,15.82
11/14/2014,16.39
11/17/2014,16.15
11/18/2014,16.25
11/19/2014,16.33
11/20/2014,16.53
11/21/2014,16.63
11/24/2014,16.78
11/25/2014,16.75
11/26/2014,16.68
11/28/2014,16.93
12/1/2014,16.30
12/2/2014,16.32
12/3/2014,15.83
12/4/2014,15.85
12/5/2014,15.63
12/8/2014,15.33
12/9/2014,15.63
12/10/2014,15.29
12/11/2014,15.37
12/12/2014,15.37
12/15/2014,15.30
12/16/2014,14.75
12/17/2014,14.94
12/18/2014,14.89
12/19/2014,15.00
12/22/2014,15.33
12/23/2014,15.31
12/24/2014,15.15
12/26/2014,15.45
12/29/2014,15.60
12/30/2014,15.52
12/31/2014,15.52
1/2/2015,15.43
1/5/2015,15.11
1/6/2015,14.76
1/7/2015,14.92
1/8/2015,15.02
1/9/2015,14.85
1/12/2015,14.57
1/13/2015,14.74
1/14/2015,14.66
1/15/2015,14.35
1/16/2015,14.54
1/20/2015,14.47
1/21/2015,14.86
1/22/2015,15.52
1/23/2015,15.62
1/26/2015,15.48
1/27/2015,15.34
1/28/2015,15.20
1/29/2015,15.59
1/30/2015,17.73
2/2/2015,18.22
2/3/2015,18.18
2/4/2015,18.24
2/5/2015,18.69
2/6/2015,18.71
2/9/2015,18.53
2/10/2015,18.65
2/11/2015,18.76
2/12/2015,18.86
2/13/2015,19.09
2/17/2015,18.77
2/18/2015,18.67
2/19/2015,18.95
2/20/2015,19.18
2/23/2015,19.01
2/24/2015,18.93
2/25/2015,19.27
2/26/2015,19.24
2/27/2015,19.01
3/2/2015,19.28
3/3/2015,19.23
3/4/2015,19.14
3/5/2015,19.39
3/6/2015,19.00
3/9/2015,18.93
3/10/2015,18.48
3/11/2015,18.32
3/12/2015,18.71
3/13/2015,18.53
3/16/2015,18.67
3/17/2015,18.60
3/18/2015,18.76
3/19/2015,18.66
3/20/2015,18.92
3/23/2015,18.76
3/24/2015,18.70
3/25/2015,18.55
3/26/2015,18.37
3/27/2015,18.53
3/30/2015,18.73
3/31/2015,18.61
4/1/2015,18.51
4/2/2015,18.61
4/6/2015,18.85
4/7/2015,18.72
4/8/2015,19.06
4/9/2015,19.18
4/10/2015,19.13
4/13/2015,19.12
4/14/2015,19.26
4/15/2015,19.17
4/16/2015,19.30
4/17/2015,18.78
4/20/2015,19.48
4/21/2015,19.56
4/22/2015,19.49
4/23/2015,19.50
4/24/2015,22.26
4/27/2015,21.93
4/28/2015,21.47
4/29/2015,21.47
4/30/2015,21.09
5/1/2015,21.14
5/4/2015,21.15
5/5/2015,21.06
5/6/2015,20.96
5/7/2015,21.34
5/8/2015,21.68
5/11/2015,21.64
5/12/2015,21.55
5/13/2015,21.34
5/14/2015,21.61
5/15/2015,21.30
5/18/2015,21.26
5/19/2015,21.09
5/20/2015,21.19
5/21/2015,21.58
5/22/2015,21.38
5/26/2015,21.27
5/27/2015,21.57
5/28/2015,21.33
5/29/2015,21.46
6/1/2015,21.55
6/2/2015,21.55
6/3/2015,21.83
6/4/2015,21.54
6/5/2015,21.35
6/8/2015,21.18
6/9/2015,21.27
6/10/2015,21.54
6/11/2015,21.65
6/12/2015,21.50
6/15/2015,21.18
6/16/2015,21.36
6/17/2015,21.39
6/18/2015,21.97
6/19/2015,21.75
6/22/2015,21.81
6/23/2015,22.30
6/24/2015,22.04
6/25/2015,22.01
6/26/2015,21.91
6/29/2015,21.49
6/30/2015,21.70
7/1/2015,21.87
7/2/2015,21.89
7/6/2015,21.80
7/7/2015,21.84
7/8/2015,21.49
7/9/2015,21.72
7/10/2015,22.18
7/13/2015,22.78
7/14/2015,23.28
7/15/2015,23.06
7/16/2015,23.77
7/17/2015,24.15
7/20/2015,24.41
7/21/2015,24.40
7/22/2015,24.41
7/23/2015,24.11
7/24/2015,26.47
7/27/2015,26.57
7/28/2015,26.30
7/29/2015,26.45
7/30/2015,26.84
7/31/2015,26.81
8/3/2015,26.75
8/4/2015,26.60
8/5/2015,26.85
8/6/2015,26.47
8/7/2015,26.13
8/10/2015,26.20
8/11/2015,26.37
8/12/2015,26.30
8/13/2015,26.48
8/14/2015,26.58
8/17/2015,26.76
8/18/2015,26.75
8/19/2015,26.65
8/20/2015,25.79
8/21/2015,24.72
8/24/2015,23.17
8/25/2015,23.32
8/26/2015,25.04
8/27/2015,25.92
8/28/2015,25.90
8/31/2015,25.64
9/1/2015,24.83
9/2/2015,25.53
9/3/2015,25.24
9/4/2015,24.95
9/8/2015,25.88
9/9/2015,25.84
9/10/2015,26.11
9/11/2015,26.47
9/14/2015,26.07
9/15/2015,26.12
9/16/2015,26.37
9/17/2015,26.94
9/18/2015,27.01
9/21/2015,27.42
9/22/2015,26.92
9/23/2015,26.80
9/24/2015,26.69
9/25/2015,26.21
9/28/2015,25.20
9/29/2015,24.80
9/30/2015,25.59
10/1/2015,26.04
10/2/2015,26.63
10/5/2015,27.18
10/6/2015,26.87
10/7/2015,27.10
10/8/2015,26.66
10/9/2015,26.99
10/12/2015,27.51
10/13/2015,27.45
10/14/2015,27.24
10/15/2015,28.12
10/16/2015,28.54
10/19/2015,28.66
10/20/2015,28.04
10/21/2015,27.79
10/22/2015,28.20
10/23/2015,29.95
10/26/2015,30.43
10/27/2015,30.55
10/28/2015,30.86
10/29/2015,31.33
10/30/2015,31.30
11/2/2015,31.42
11/3/2015,31.27
11/4/2015,32.05
11/5/2015,32.78
11/6/2015,32.97
11/9/2015,32.77
11/10/2015,32.98
11/11/2015,33.66
11/12/2015,33.28
11/13/2015,32.12
11/16/2015,32.39
11/17/2015,32.17
11/18/2015,33.18
11/19/2015,33.06
11/20/2015,33.42
11/23/2015,33.95
11/24/2015,33.56
11/25/2015,33.77
11/27/2015,33.66
11/30/2015,33.24
12/1/2015,33.95
12/2/2015,33.80
12/3/2015,33.31
12/4/2015,33.63
12/7/2015,33.49
12/8/2015,33.87
12/9/2015,33.24
12/10/2015,33.12
12/11/2015,32.01
12/14/2015,32.90
12/15/2015,32.93
12/16/2015,33.79
12/17/2015,33.53
12/18/2015,33.21
12/21/2015,33.23
12/22/2015,33.16
12/23/2015,33.19
12/24/2015,33.14
12/28/2015,33.76
12/29/2015,34.70
12/30/2015,34.45
12/31/2015,33.79
1/4/2016,31.85
1/5/2016,31.69
1/6/2016,31.63
1/7/2016,30.40
1/8/2016,30.35
1/11/2016,30.89
1/12/2016,30.89
1/13/2016,29.09
1/14/2016,29.65
1/15/2016,28.51
1/19/2016,28.72
1/20/2016,28.59
1/21/2016,28.75
1/22/2016,29.82
1/25/2016,29.83
1/26/2016,30.06
1/27/2016,29.17
1/28/2016,31.77
1/29/2016,29.35
2/1/2016,28.74
2/2/2016,27.61
2/3/2016,26.55
2/4/2016,26.81
2/5/2016,25.11
2/8/2016,24.41
2/9/2016,24.10
2/10/2016,24.52
2/11/2016,25.19
2/12/2016,25.35
2/16/2016,26.06
2/17/2016,26.71
2/18/2016,26.25
2/19/2016,26.75
2/22/2016,27.98
2/23/2016,27.65
2/24/2016,27.70
2/25/2016,27.76
2/26/2016,27.76
2/29/2016,27.63
3/1/2016,28.95
3/2/2016,29.01
3/3/2016,28.87
3/4/2016,28.76
3/7/2016,28.14
3/8/2016,28.01
3/9/2016,27.97
3/10/2016,27.95
3/11/2016,28.48
3/14/2016,28.67
3/15/2016,28.85
3/16/2016,28.71
3/17/2016,27.97
3/18/2016,27.60
3/21/2016,27.70
3/22/2016,28.02
3/23/2016,28.48
3/24/2016,29.15
3/28/2016,28.99
3/29/2016,29.69
3/30/2016,29.93
3/31/2016,29.68
4/1/2016,29.93
4/4/2016,29.66
4/5/2016,29.31
4/6/2016,30.10
4/7/2016,29.57
4/8/2016,29.73
4/11/2016,29.80
4/12/2016,30.16
4/13/2016,30.74
4/14/2016,31.04
4/15/2016,31.29
4/18/2016,31.77
4/19/2016,31.40
4/20/2016,31.65
4/21/2016,31.55
4/22/2016,31.03
4/25/2016,31.31
4/26/2016,30.84
4/27/2016,30.33
4/28/2016,30.10
4/29/2016,32.98
5/2/2016,34.19
5/3/2016,33.57
5/4/2016,33.55
5/5/2016,32.95
5/6/2016,33.70
5/9/2016,33.99
5/10/2016,35.15
5/11/2016,35.66
5/12/2016,35.90
5/13/2016,35.50
5/16/2016,35.53
5/17/2016,34.76
5/18/2016,34.87
5/19/2016,34.93
5/20/2016,35.14
5/23/2016,34.84
5/24/2016,35.21
5/25/2016,35.42
5/26/2016,35.75
5/27/2016,35.61
5/31/2016,36.14
6/1/2016,35.97
6/2/2016,36.41
6/3/2016,36.28
6/6/2016,36.34
6/7/2016,36.19
6/8/2016,36.33
6/9/2016,36.38
6/10/2016,35.90
6/13/2016,35.76
6/14/2016,35.97
6/15/2016,35.71
6/16/2016,35.88
6/17/2016,35.32
6/20/2016,35.70
6/21/2016,35.79
6/22/2016,35.53
6/23/2016,36.10
6/24/2016,34.95
6/27/2016,34.57
6/28/2016,35.40
6/29/2016,35.78
6/30/2016,35.78
7/1/2016,36.28
7/5/2016,36.41
7/6/2016,36.88
7/7/2016,36.83
7/8/2016,37.29
7/11/2016,37.69
7/12/2016,37.41
7/13/2016,37.13
7/14/2016,37.06
7/15/2016,36.77
7/18/2016,36.80
7/19/2016,37.00
7/20/2016,37.29
7/21/2016,37.22
7/22/2016,37.24
7/25/2016,36.98
7/26/2016,36.78
7/27/2016,36.83
7/28/2016,37.63
7/29/2016,37.94
8/1/2016,38.39
8/2/2016,38.03
8/3/2016,37.73
8/4/2016,38.04
8/5/2016,38.30
8/8/2016,38.33
8/9/2016,38.42
8/10/2016,38.43
8/11/2016,38.56
8/12/2016,38.63
8/15/2016,38.42
8/16/2016,38.20
8/17/2016,38.23
8/18/2016,38.22
8/19/2016,37.87
8/22/2016,37.97
8/23/2016,38.12
8/24/2016,37.86
8/25/2016,37.96
8/26/2016,38.45
8/29/2016,38.56
8/30/2016,38.38
8/31/2016,38.46
9/1/2016,38.53
9/2/2016,38.62
9/6/2016,39.44
9/7/2016,39.22
9/8/2016,39.20
9/9/2016,38.01
9/12/2016,38.57
9/13/2016,38.05
9/14/2016,38.05
9/15/2016,38.48
9/16/2016,38.93
9/19/2016,38.76
9/20/2016,39.01
9/21/2016,39.49
9/22/2016,40.24
9/23/2016,40.29
9/26/2016,39.96
9/27/2016,40.81
9/28/2016,41.44
9/29/2016,41.45
9/30/2016,41.87
10/3/2016,41.84
10/4/2016,41.70
10/5/2016,42.22
10/6/2016,42.08
10/7/2016,41.97
10/10/2016,42.09
10/11/2016,41.55
10/12/2016,41.70
10/13/2016,41.46
10/14/2016,41.15
10/17/2016,40.65
10/18/2016,40.88
10/19/2016,40.88
10/20/2016,40.52
10/21/2016,40.95
10/24/2016,41.90
10/25/2016,41.76
10/26/2016,41.13
10/27/2016,40.92
10/28/2016,38.82
10/31/2016,39.49
11/1/2016,39.27
11/2/2016,38.28
11/3/2016,38.35
11/4/2016,37.75
11/7/2016,39.25
11/8/2016,39.39
11/9/2016,38.59
11/10/2016,37.12
11/11/2016,36.95
11/14/2016,35.95
11/15/2016,37.16
11/16/2016,37.32
11/17/2016,37.82
11/18/2016,38.01
11/21/2016,39.00
11/22/2016,39.27
11/23/2016,39.01
11/25/2016,39.02
11/28/2016,38.34
11/29/2016,38.13
11/30/2016,37.53
12/1/2016,37.18
12/2/2016,37.02
12/5/2016,37.97
12/6/2016,38.24
12/7/2016,38.52
12/8/2016,38.37
12/9/2016,38.43
12/12/2016,38.01
12/13/2016,38.72
12/14/2016,38.44
12/15/2016,38.05
12/16/2016,37.89
12/19/2016,38.30
12/20/2016,38.56
12/21/2016,38.53
12/22/2016,38.32
12/23/2016,38.03
12/27/2016,38.57
12/28/2016,38.61
12/29/2016,38.26
12/30/2016,37.49
1/3/2017,37.68
1/4/2017,37.86
1/5/2017,39.02
1/6/2017,39.80
1/9/2017,39.85
1/10/2017,39.80
1/11/2017,39.95
1/12/2017,40.68
1/13/2017,40.86
1/17/2017,40.49
1/18/2017,40.37
1/19/2017,40.45
1/20/2017,40.42
1/23/2017,40.89
1/24/2017,41.12
1/25/2017,41.83
1/26/2017,41.96
1/27/2017,41.79
1/30/2017,41.52
1/31/2017,41.17
2/1/2017,41.62
2/2/2017,42.00
2/3/2017,40.51
2/6/2017,40.38
2/7/2017,40.63
2/8/2017,40.99
2/9/2017,41.07
2/10/2017,41.37
2/13/2017,41.83
2/14/2017,41.82
2/15/2017,42.14
2/16/2017,42.21
2/17/2017,42.25
2/21/2017,42.82
2/22/2017,42.78
2/23/2017,42.61
2/24/2017,42.26
2/27/2017,42.43
2/28/2017,42.25
3/1/2017,42.65
3/2/2017,42.45
3/3/2017,42.49
3/6/2017,42.33
3/7/2017,42.30
3/8/2017,42.53
3/9/2017,42.65
3/10/2017,42.62
3/13/2017,42.73
3/14/2017,42.63
3/15/2017,42.65
3/16/2017,42.67
3/17/2017,42.62
3/20/2017,42.85
3/21/2017,42.16
3/22/2017,42.40
3/23/2017,42.37
3/24/2017,42.28
3/27/2017,42.34
3/28/2017,42.80
3/29/2017,43.72
3/30/2017,43.82
3/31/2017,44.33
4/3/2017,44.58
4/4/2017,45.34
4/5/2017,45.46
4/6/2017,44.91
4/7/2017,44.74
4/10/2017,45.35
4/11/2017,45.12
4/12/2017,44.81
4/13/2017,44.23
4/17/2017,45.10
4/18/2017,45.19
4/19/2017,44.96
4/20/2017,45.10
4/21/2017,44.93
4/24/2017,45.37
4/25/2017,45.38
4/26/2017,45.46
4/27/2017,45.92
4/28/2017,46.25
5/1/2017,47.41
5/2/2017,47.35
5/3/2017,47.05
5/4/2017,46.88
5/5/2017,46.71
5/8/2017,47.45
5/9/2017,47.64
5/10/2017,47.45
5/11/2017,47.38
5/12/2017,48.07
5/15/2017,47.90
5/16/2017,48.30
5/17/2017,47.24
5/18/2017,47.92
5/19/2017,47.99
5/22/2017,48.53
5/23/2017,48.58
5/24/2017,49.02
5/25/2017,49.67
5/26/2017,49.79
5/30/2017,49.84
5/31/2017,49.73
6/1/2017,49.80
6/2/2017,50.34
6/5/2017,50.57
6/6/2017,50.15
6/7/2017,50.50
6/8/2017,50.51
6/9/2017,48.92
6/12/2017,48.25
6/13/2017,49.04
6/14/2017,48.82
6/15/2017,48.21
6/16/2017,49.39
6/19/2017,49.76
6/20/2017,49.63
6/21/2017,50.11
6/22/2017,50.07
6/23/2017,50.19
6/26/2017,49.70
6/27/2017,48.84
6/28/2017,49.52
6/29/2017,48.80
6/30/2017,48.40
7/3/2017,47.68
7/5/2017,48.57
7/6/2017,48.26
7/7/2017,48.94
7/10/2017,49.82
7/11/2017,49.71
7/12/2017,50.33
7/13/2017,50.03
7/14/2017,50.09
7/17/2017,50.50
7/18/2017,51.22
7/19/2017,51.34
7/20/2017,51.44
7/21/2017,51.28
7/24/2017,51.95
7/25/2017,51.99
7/26/2017,52.64
7/27/2017,52.30
7/28/2017,51.00
7/31/2017,49.39
8/1/2017,49.81
8/2/2017,49.79
8/3/2017,49.35
8/4/2017,49.38
8/7/2017,49.61
8/8/2017,49.49
8/9/2017,49.10
8/10/2017,47.85
8/11/2017,48.40
8/14/2017,49.17
8/15/2017,49.14
8/16/2017,48.91
8/17/2017,48.03
8/18/2017,47.92
8/21/2017,47.66
8/22/2017,48.35
8/23/2017,47.90
8/24/2017,47.62
8/25/2017,47.26
8/28/2017,47.30
8/29/2017,47.70
8/30/2017,48.38
8/31/2017,49.03
9/1/2017,48.91
9/5/2017,48.26
9/6/2017,48.39
9/7/2017,48.97
9/8/2017,48.30
9/11/2017,48.90
9/12/2017,49.13
9/13/2017,49.98
9/14/2017,49.61
9/15/2017,49.34
9/18/2017,48.71
9/19/2017,48.49
9/20/2017,48.66
9/21/2017,48.23
9/22/2017,47.76
9/25/2017,46.99
9/26/2017,46.93
9/27/2017,47.54
9/28/2017,47.82
9/29/2017,48.07
10/2/2017,47.96
10/3/2017,47.86
10/4/2017,48.27
10/5/2017,49.04
10/6/2017,49.48
10/9/2017,49.55
10/10/2017,49.36
10/11/2017,49.75
10/12/2017,50.05
10/13/2017,50.15
10/16/2017,50.32
10/17/2017,50.46
10/18/2017,49.85
